2021-05-07 14:14:46,499 - Start training !
2021-05-07 14:14:46,499 - Start training ... 

2021-05-07 14:24:27,725 - [TRAIN] TOTAL STEP:   2942/1655100	 cls loss: 1.370	 iou loss: 3.231	 avg loss: 29.018435	 lr: 0.010000
2021-05-07 14:24:31,587 - [TRAIN] TOTAL STEP:   2962/1655100	 cls loss: 3.084	 iou loss: 3.967	 avg loss: 28.859307	 lr: 0.010000
2021-05-07 14:24:35,347 - [TRAIN] TOTAL STEP:   2982/1655100	 cls loss: 2.549	 iou loss: 5.478	 avg loss: 28.703944	 lr: 0.010000
2021-05-07 14:24:39,115 - [TRAIN] TOTAL STEP:   3002/1655100	 cls loss: 2.005	 iou loss: 1.820	 avg loss: 28.548657	 lr: 0.010000
2021-05-07 14:24:42,852 - [TRAIN] TOTAL STEP:   3022/1655100	 cls loss: 2.426	 iou loss: 4.867	 avg loss: 28.392671	 lr: 0.010000
2021-05-07 14:24:46,721 - [TRAIN] TOTAL STEP:   3042/1655100	 cls loss: 2.802	 iou loss: 2.230	 avg loss: 28.240449	 lr: 0.010000
2021-05-07 14:24:50,540 - [TRAIN] TOTAL STEP:   3062/1655100	 cls loss: 1.850	 iou loss: 1.832	 avg loss: 28.090708	 lr: 0.010000
2021-05-07 14:24:54,375 - [TRAIN] TOTAL STEP:   3082/1655100	 cls loss: 2.185	 iou loss: 4.429	 avg loss: 27.942357	 lr: 0.010000
2021-05-07 14:24:58,163 - [TRAIN] TOTAL STEP:   3102/1655100	 cls loss: 2.314	 iou loss: 2.784	 avg loss: 27.803362	 lr: 0.010000
2021-05-07 14:25:01,998 - [TRAIN] TOTAL STEP:   3122/1655100	 cls loss: 2.216	 iou loss: 3.461	 avg loss: 27.662799	 lr: 0.010000
2021-05-07 14:25:05,814 - [TRAIN] TOTAL STEP:   3142/1655100	 cls loss: 2.587	 iou loss: 2.679	 avg loss: 27.525890	 lr: 0.010000
2021-05-07 14:25:09,608 - [TRAIN] TOTAL STEP:   3162/1655100	 cls loss: 2.877	 iou loss: 1.703	 avg loss: 27.385729	 lr: 0.010000
2021-05-07 14:25:13,470 - [TRAIN] TOTAL STEP:   3182/1655100	 cls loss: 2.883	 iou loss: 2.814	 avg loss: 27.246846	 lr: 0.010000
2021-05-07 14:25:17,252 - [TRAIN] TOTAL STEP:   3202/1655100	 cls loss: 2.458	 iou loss: 2.909	 avg loss: 27.113545	 lr: 0.010000
2021-05-07 14:25:21,176 - [TRAIN] TOTAL STEP:   3222/1655100	 cls loss: 4.819	 iou loss: 1.329	 avg loss: 26.977743	 lr: 0.010000
2021-05-07 14:25:25,009 - [TRAIN] TOTAL STEP:   3242/1655100	 cls loss: 2.318	 iou loss: 2.775	 avg loss: 26.847118	 lr: 0.010000
2021-05-07 14:25:28,880 - [TRAIN] TOTAL STEP:   3262/1655100	 cls loss: 2.305	 iou loss: 4.680	 avg loss: 26.715180	 lr: 0.010000
